stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2,2,MARTINE AVE @ COURT ST,,41.031244,-73.767214,,,,,,0
6,6,TARRYTOWN RD @ CHATTERTON AVE,,41.034566,-73.777539,,,,,,0
7,7,TARRYTOWN RD @ CENTRAL AVE,,41.036964,-73.779483,,,,,,0
8,8,TARRYTOWN RD @ OLD KENSICO RD,,41.038253,-73.781692,,,,,,0
10,10,TARRYTOWN RD @ HILLSIDE AVE,,41.041508,-73.791243,,,,,,0
12,12,TARRYTOWN RD @ MANHATTAN AVE,,41.043159,-73.797111,,,,,,0
14,14,TARRYTOWN RD @ KNOLLWOOD RD,,41.045655,-73.80458,,,,,,0
15,15,E MAIN ST @ SPORTS AUTHORITY,,41.047392,-73.807012,,,,,,0
16,16,E MAIN ST @  WINTHROP AVE,,41.050974,-73.81187,,,,,,0
17,17,E MAIN ST @ N PERKINS AVE,,41.052599,-73.814574,,,,,,0
18,18,E MAIN ST @ N MORTIMER AVE,E MAIN ST & N MORTIMER ST,41.053933,-73.8168,,,,,,0
19,19,E MAIN ST @ N CENTRAL AVE,,41.054947,-73.819628,,,,,,0
20,20,E MAIN ST @ S STONE AVE,,41.054616,-73.819283,,,,,,0
21,21,E MAIN ST @ PERKINS AVE,,41.052366,-73.81455,,,,,,0
22,22,E MAIN ST @  KNOLLWOOD AVE,,41.05092,-73.812211,,,,,,0
23,23,TARRYTOWN RD @ GREENBURGH LIBRARY,E MAIN ST & UNNAMED ST,41.046891,-73.806622,,,,,,0
24,24,TARRYTOWN RD @ CROSSROADS PLAZA SC,TARRYTOWN RD & DOCK ST,41.043183,-73.80051,,,,,,0
25,25,TARRYTOWN RD @ MANHATTAN AVE,,41.042765,-73.796783,,,,,,0
27,27,TARRYTOWN RD @ GIBSON AVE,,41.041304,-73.791234,,,,,,0
30,30,TARRYTOWN RD @ AQUEDUCT RD,,41.03776,-73.781594,,,,,,0
31,31,TARRYTOWN RD @ CENTRAL AVE,,41.036567,-73.779772,,,,,,0
33,33,MARTIN LUTHER KING BLVD @ MAIN ST,,41.032453,-73.769799,,,,,,0
34,34,MAIN ST @ GALLERIA MALL,MAIN ST & MARTIN LUTHER KING BLVD,41.031907,-73.771521,,,,,,0
35,35,MAIN ST @ COURT ST,,41.032259,-73.76802,,,,,,0
37,37,MAIN ST @ S BROADWAY,,41.033696,-73.763492,,,,,,0
38,38,S BROADWAY @ MARTINE AVE,,41.032638,-73.762586,,,,,,0
39,39,BROADWAY @ W 242ND ST,,40.890104,-73.897752,,,,,,0
40,40,BROADWAY @ VAN CORTLANDT MANOR,,40.891807,-73.897117,,,,,,0
41,41,BROADWAY @ W 251ST ST,,40.895847,-73.896559,,,,,,0
42,42,BROADWAY @ LAKEVIEW PL,US-9 & W 252ND ST,40.89858,-73.897039,,,,,,0
44,44,BROADWAY @ MOSHOLU AVE,,40.904386,-73.896325,,,,,,0
45,45,BROADWAY @ W 260TH ST,,40.90731,-73.8964,,,,,,0
46,46,BROADWAY @ W 262ND ST,,40.91034,-73.896455,,,,,,0
47,47,S BROADWAY @ CARYL AVE,,40.911577,-73.896505,,,,,,0
48,48,S BROADWAY @ ROCKLEDGE PL,,40.915352,-73.896808,,,,,,0
50,50,S BROADWAY @ RADFORD ST,,40.917667,-73.896518,,,,,,0
51,51,S BROADWAY @ MCLEAN AVE,,40.92022,-73.896045,,,,,,0
52,52,S BROADWAY @ MORRIS ST,,40.921953,-73.895779,,,,,,0
53,53,S BROADWAY @ LUDLOW ST,,40.923775,-73.89549,,,,,,0
54,54,S BROADWAY @ UNDERCLIFF AVE,,40.924851,-73.89536,,,,,,0
55,55,S BROADWAY @ HERRIOT PL,,40.927808,-73.896017,,,,,,0
56,56,S BROADWAY @ PARK HILL AVE,,40.929382,-73.896608,,,,,,0
57,57,S BROADWAY @ CACACE JUSTICE CENTER,S BROADWAY & NEPPERHAN AVE,40.93036,-73.897688,,,,,,0
58,58,S BROADWAY @ NEPPERHAN AVE,,40.931533,-73.898633,,,,,,0
59,59,MAIN ST @ MILL ST,,40.934271,-73.898619,,,,,,0
61,61,WARBURTON AVE @ MANOR HOUSE SQ,,40.935563,-73.898882,,,,,,0
62,62,WARBURTON AVE @ QUINCY PL,,40.938847,-73.8982,,,,,,0
63,63,WARBURTON AVE @ ASHBURTON AVE,,40.94036,-73.89793,,,,,,0
64,64,WARBURTON AVE @ BABCOCK PL,,40.940907,-73.89786,,,,,,0
65,65,WARBURTON AVE @ LAMARTINE AVE,,40.942719,-73.897345,,,,,,0
67,67,WARBURTON AVE @ HALCYON PL,,40.944681,-73.897082,,,,,,0
69,69,WARBURTON AVE @ GLENWOOD AVE,,40.948656,-73.89629,,,,,,0
70,70,440 WARBURTON AV,440 WARBURTON AV & PHILIPSE RD,40.950959,-73.895806,,,,,,0
72,72,596 WARBURTON AV,,40.956458,-73.894875,,,,,,0
73,73,650 WARBURTON AV,,40.958137,-73.894035,,,,,,0
74,74,WARBURTON AVE @ ARTHUR ST,,40.960355,-73.892611,,,,,,0
75,75,776 WARBURTON AV,,40.962036,-73.891221,,,,,,0
76,76,WARBURTON AVE @ HARRIMAN AVE,1004 WARBURTON AVE & HARRIMAN AVE,40.970078,-73.889452,,,,,,0
77,77,WARBURTON AVE @ ODELL AVE,,40.971236,-73.888521,,,,,,0
78,78,1080 WARBURTON AV,,40.972613,-73.887853,,,,,,0
79,79,WARBURTON AV @ YONKERS CITY LINE,,40.977213,-73.88707,,,,,,0
80,80,WARBURTON AVE @ SPRING ST,,40.995308,-73.882163,,,,,,0
81,81,BROADWAY @ EDGARS LA,,40.998371,-73.881373,,,,,,0
82,82,N BROADWAY @ FLOWER AVE,,41.002988,-73.88049,,,,,,0
83,83,BROADWAY @ FAIRLAWN AVE,,41.004179,-73.880131,,,,,,0
84,84,BROADWAY @ COLONIAL AVE,,41.007852,-73.879069,,,,,,0
85,85,LIVINGSTON AVE @ BROADWAY,,41.009483,-73.878838,,,,,,0
86,86,LIVINGSTON AVE @ WALNUT ST,,41.011757,-73.87839,,,,,,0
87,87,MAIN ST @ CHESTNUT ST,,41.014183,-73.875944,,,,,,0
88,88,CEDAR ST @ MAIN ST,,41.015954,-73.873259,,,,,,0
90,90,BROADWAY @ CEDAR ST,,41.015287,-73.869852,,,,,,0
91,91,CEDAR ST @ MAIN ST,,41.016323,-73.87359,,,,,,0
92,92,MAIN ST @ CHESTNUT ST,,41.014194,-73.876167,,,,,,0
93,93,LIVINGSTON AVE @ WALNUT ST,,41.011883,-73.878522,,,,,,0
94,94,LIVINGSTON AVE @ BROADWAY,,41.009363,-73.879031,,,,,,0
95,95,BROADWAY @ COLONIAL AVE,,41.007758,-73.879251,,,,,,0
96,96,BROADWAY @ FAIRLAWN AVE,,41.003801,-73.88043,,,,,,0
97,97,N BROADWAY @ FLOWER AVE,,41.002492,-73.880851,,,,,,0
98,98,N BROADWAY @ RIVERVIEW PL,,40.998947,-73.881735,,,,,,0
99,99,WARBURTON AVE @ SPRING ST,,40.995413,-73.882301,,,,,,0
100,100,395 WARBURTON AV,,40.990034,-73.883489,,,,,,0
101,101,WARBURTON AVE @ PINECREST DR,,40.985914,-73.884272,,,,,,0
102,102,WARBURTON AV @ GRAHAM SCHOOL,WARBURTON AVE,40.983084,-73.884947,,,,,,0
103,103,WARBURTON AV @ YONKERS CITY LINE,,40.977246,-73.887225,,,,,,0
104,104,1085 WARBURTON AVE,,40.972415,-73.888102,,,,,,0
105,105,WARBURTON AVE @ ODELL AVE,,40.971368,-73.888645,,,,,,0
106,106,WARBURTON AVE @ HARRIMAN AVE,,40.969379,-73.889912,,,,,,0
107,107,747 WARBURTON AV,,40.961402,-73.891878,,,,,,0
108,108,WARBURTON AVENUE & ARTHUR ST,,40.960211,-73.892939,,,,,,0
109,109,WARBURTON AVE @ HUDSON TERR,641 WARBURTON AVE & HUDSON TERR,40.95795,-73.8943,,,,,,0
110,110,WARBURTON AVE @ JFK MEMORIAL DR,,40.955537,-73.895491,,,,,,0
111,111,WARBURTON AV @ HUDSON RIV MUSEUM,WARBURTON AVE & SHONNARD TERR,40.952671,-73.895829,,,,,,0
113,113,WARBURTON AVE @ GLENWOOD AVE,,40.948703,-73.896425,,,,,,0
114,114,WARBURTON AVE @ GOLD ST,,40.944759,-73.89722,,,,,,0
115,115,WARBURTON AVE @ LAMARTINE AVE,,40.942874,-73.897606,,,,,,0
116,116,WARBURTON AVE @ ASHBURTON AVE,,40.940068,-73.898184,,,,,,0
118,118,WARBURTON AVE @ MANOR HOUSE SQ,WARBURTON AVE & DOCK ST,40.935592,-73.899012,,,,,,0
119,119,RIVERDALE AVE @ MAIN ST,,40.934221,-73.899495,,,,,,0
120,120,HUDSON ST @ S BROADWAY,,40.933206,-73.898842,,,,,,0
121,121,S BROADWAY @ PROSPECT ST,,40.932032,-73.899116,,,,,,0
122,122,S BROADWAY @ SAINT MARYS ST,,40.929989,-73.897576,,,,,,0
123,123,S BROADWAY @ VARK ST,,40.928543,-73.896425,,,,,,0
124,124,S BROADWAY @ HERRIOT PL,,40.92739,-73.896084,,,,,,0
125,125,S BROADWAY @ HIGHLAND AVE,,40.924632,-73.895544,,,,,,0
126,126,S BROADWAY @ LUDLOW ST,,40.923266,-73.895767,,,,,,0
127,127,S BROADWAY @ MORRIS ST,,40.921375,-73.896039,,,,,,0
128,128,S BROADWAY @ POST ST,,40.919821,-73.896332,,,,,,0
129,129,S BROADWAY @ RADFORD ST,,40.917275,-73.896779,,,,,,0
130,130,S BROADWAY @ VALENTINE LA,,40.915241,-73.897032,,,,,,0
132,132,S BROADWAY @ CARYL AVE,,40.911512,-73.896744,,,,,,0
133,133,BROADWAY @ W 261ST ST,,40.909726,-73.896742,,,,,,0
134,134,BROADWAY @ W 260TH ST,,40.90735,-73.896693,,,,,,0
135,135,BROADWAY @ MOSHOLU AVE,,40.904909,-73.896588,,,,,,0
137,137,BROADWAY @ W 254TH ST,,40.901177,-73.896954,,,,,,0
138,138,BROADWAY @ LAKEVIEW PL,US-9 & UNNAMED ST,40.898714,-73.897123,,,,,,0
139,139,BROADWAY @ W 251ST ST,,40.8959,-73.896797,,,,,,0
140,140,BROADWAY @ VAN CORTLANDT MANOR,BROADWAY & W 246TH ST,40.892054,-73.897164,,,,,,0
141,141,BROADWAY @ MANHATTAN COLLEGE  PKWY,,40.889514,-73.898408,,,,,,0
142,142,W MAIN ST @ SAW MILL RIVER PKWY,,41.055715,-73.821355,,,,,,0
143,143,W MAIN ST @ TAXTER RD,,41.058998,-73.827803,,,,,,0
144,144,WHITE PLAINS RD @ DUNNINGS DR,,41.061263,-73.833835,,,,,,0
145,145,555 WHITE PLAINS RD,,41.063464,-73.839488,,,,,,0
147,147,WHITE PLAINS RD @ CARROLLWOOD CT,,41.063922,-73.847458,,,,,,0
149,149,WHITE PLAINS RD @ MEADOW ST,,41.064267,-73.854531,,,,,,0
150,150,150 WHITE PLAINS RD,150 WHITE PLAINS RD & I-87,41.064001,-73.857345,,,,,,0
151,151,WHITE PLAINS RD @ SAWYER AVE,,41.063716,-73.861233,,,,,,0
152,152,S BROADWAY @ TARRYTOWN HILTON,S BROADWAY & WHITE PLAINS RD,41.060727,-73.862129,,,,,,0
153,153,S BROADWAY @ SUNNYSIDE LA,N BROADWAY & SUNNYSIDE LA,41.048396,-73.861249,,,,,,0
154,154,N BROADWAY @ IRVINGTON GARDENS,N BROADWAY & HARRIMAN RD,41.046494,-73.86195,,,,,,0
155,155,BROADWAY @ MAIN ST,,41.038911,-73.865038,,,,,,0
156,156,S BROADWAY @ HARRIMAN RD,,41.035944,-73.865369,,,,,,0
157,157,S BROADWAY @ W CLINTON AVE,,41.030621,-73.866322,,,,,,0
158,158,S BROADWAY @ W ARDSLEY AVE,,41.025296,-73.868663,,,,,,0
159,159,BROADWAY @ OUR LADY OF VICTORY,,41.021524,-73.869862,,,,,,0
160,160,BROADWAY @ BELDEN AVE,,41.01744,-73.869475,,,,,,0
161,161,BROADWAY @ ROCHAMBEAU AVE,,41.016327,-73.869341,,,,,,0
162,162,BROADWAY @ ROCHAMBEAU AVE,,41.016148,-73.86916,,,,,,0
163,163,BROADWAY @ BELDEN AVE,,41.018031,-73.869383,,,,,,0
164,164,S BROADWAY @ LANGDON AVE,,41.022239,-73.869293,,,,,,0
165,165,S BROADWAY @ ARDSLEY AVE,,41.025555,-73.868361,,,,,,0
166,166,S BROADWAY @ E CLINTON AVE,,41.030891,-73.866098,,,,,,0
167,167,S BROADWAY @ HARRIMAN RD,,41.036208,-73.865142,,,,,,0
168,168,S BROADWAY @ MAIN ST,,41.039376,-73.86472,,,,,,0
170,170,N BROADWAY @ CIRCLE DR,,41.04308,-73.863259,,,,,,0
171,171,N BROADWAY @ IRVINGTON GARDENS,N BROADWAY & HARRIMAN RD,41.046653,-73.861679,,,,,,0
172,172,WHITE PLAINS RD @ SAWYER AVE,,41.063516,-73.861033,,,,,,0
173,173,150 WHITE PLAINS RD,150 WHITE PLAINS RD & I-87,41.063859,-73.857039,,,,,,0
174,174,WHITE PLAINS RD @ MEADOW ST,,41.064055,-73.853755,,,,,,0
175,175,WHITE PLAINS RD @ TALLEYRAND,WHITE PLAINS RD & OLD WHITE PLAINS RD,41.064125,-73.850451,,,,,,0
176,176,WHITE PLAINS RD @ CARROLLWOOD CT,,41.063662,-73.84721,,,,,,0
177,177,WHITE PLAINS RD @ OLD WHITE PLAINS,WHITE PLAINS RD & OLD WHITE PLAINS RD,41.06325,-73.844983,,,,,,0
178,178,WHITE PLAINS RD @ COLEMAN TERR,,41.062097,-73.837028,,,,,,0
179,179,WHITE PLAINS RD @ DUNNINGS DR,,41.060872,-73.833845,,,,,,0
181,181,W MAIN ST @ TAXTER RD,,41.058507,-73.827589,,,,,,0
183,183,S BROADWAY @ 330 S BROADWAY,,41.06484,-73.86225,,,,,,0
185,185,S BROADWAY @ LEROY AVE,,41.069626,-73.861227,,,,,,0
186,186,S BROADWAY @ BENEDICT AVE,,41.071733,-73.860067,,,,,,0
187,187,S BROADWAY @ E ELIZABETH ST,,41.074829,-73.858792,,,,,,0
188,188,N BROADWAY @ NEPERAN RD,,41.076402,-73.858166,,,,,,0
189,189,TARRYTOWN RAILROAD STATION,,41.076018,-73.864773,,,,,,0
190,190,BEEKMAN AVE @ WASHINGTON ST,,41.084637,-73.860976,,,,,,0
191,191,PHELPS HOSPITAL @ MAIN ENTRANCE,,41.109473,-73.86231,,,,,,0
194,194,BEDFORD RD @ WOODLANDS DR,,41.128038,-73.8017,,,,,,0
197,197,MEMORIAL PLAZA @ BEDFORD RD,,41.133778,-73.792518,,,,,,0
198,198,MEMORIAL PLAZA @ BEDFORD RD,,41.133546,-73.792556,,,,,,0
200,200,BEDFORD RD @ CHOATE LA,,41.127966,-73.802054,,,,,,0
201,201,BEDFORD RD @ PACE U GATE 3,,41.127065,-73.803342,,,,,,0
205,205,WILDEY ST @ CENTRAL AVE,,41.079931,-73.863436,,,,,,0
206,206,S BROADWAY @ W ELIZABETH ST,S BROADWAY & MAIN ST,41.075138,-73.858821,,,,,,0
207,207,S BROADWAY @ BENEDICT AVE,,41.072019,-73.860107,,,,,,0
208,208,S BROADWAY @ CHURCH ST,,41.06939,-73.86155,,,,,,0
210,210,303 S BROADWAY,,41.065933,-73.862599,,,,,,0
211,211,ASHFORD AVE @ BELLEWOOD AVE,,41.015627,-73.868065,,,,,,0
212,212,ASHFORD AVE @ BEACON HILL RD,,41.015149,-73.864524,,,,,,0
213,213,ASHFORD AVE @ S WASHINGTON AVE,,41.014869,-73.862919,,,,,,0
214,214,ASHFORD AVE @ OGDEN AVE,ASHFORD AVE & PRICE ST,41.01388,-73.858341,,,,,,0
215,215,ASHFORD AVE @ IRVINGTON ST,,41.01389,-73.855158,,,,,,0
216,216,ASHFORD AVE @ KING ST,,41.014145,-73.852432,,,,,,0
217,217,ASHFORD AVE @ SOUTHFIELD AVE,,41.013285,-73.851029,,,,,,0
218,218,SAW MILL RIVER RD @ ASHFORD AVE,,41.012286,-73.847568,,,,,,0
219,219,SAW MILL RIVER RD @ HEATHERDELL RD,,41.013489,-73.845623,,,,,,0
220,220,SAW MILL RIVER RD @ SHOPPING CENTER,SAW MILL RIVER RD & REVOLUTIONARY RD,41.0186,-73.843833,,,,,,0
221,221,SAW MILL RIVER RD @ SECOR RD,,41.026223,-73.842479,,,,,,0
222,222,SAW MILL RIVER RD @ DOBBS FERRY RD,,41.027974,-73.841849,,,,,,0
223,223,SAW MILL RIVER RD @ WHITE HOUSE RD,,41.041937,-73.834958,,,,,,0
224,224,SAW MILL RIVER RD @ SUBURBAN PL,,41.044029,-73.825546,,,,,,0
225,225,SAW MILL RIVER RD @ VERIZON GARAGE,,41.046176,-73.823132,,,,,,0
226,226,SAW MILL RIVER RD @ SPRAIN PKWY DR,SAW MILL RIVER RD & SPRAIN BROOK PARKWAY DRIVE,41.048651,-73.822332,,,,,,0
227,227,S CENTRAL AVE @ VINCENT ST,,41.05135,-73.82195,,,,,,0
228,228,N CENTRAL AVE @ E MAIN ST,,41.055255,-73.819615,,,,,,0
229,229,N CENTRAL AVE @ PAULDING ST,,41.056624,-73.817833,,,,,,0
231,231,SAW MILL RIVER RD @ PAYNE ST,,41.06184,-73.814743,,,,,,0
232,232,SAW MILL RIVER RD @ BEAVER HILL RD,,41.063937,-73.813937,,,,,,0
233,233,SAW MILL RIVER RD @ MULTIPLEX,SAW MILL RIVER RD & HUNTER LA,41.065446,-73.814447,,,,,,0
234,234,SAW MILL RIVER RD @ EXECUTIVE BLVD,,41.0692,-73.8158,,,,,,0
235,235,GRASSLANDS RD @ TAYLOR RD,,41.074833,-73.804383,,,,,,0
236,236,WESTCHESTER COMM COLLEGE LOT 4,,41.066035,-73.792291,,,,,,0
237,237,WESTCHESTER COMM  COLLEGE LOT 7,COMMUNITY COLLEGE MAIN RD & COMMUNITY COLLEGE WEST RD,41.064961,-73.790531,,,,,,0
238,238,WESTCHESTER COMM COLLEGE LOT 9,,41.065059,-73.787377,,,,,,0
239,239,WESTCHESTER COMM COLLEGE LOT 11,COMMUNITY COLLEGE MAIN RD,41.068049,-73.786579,,,,,,0
241,241,GRASSLANDS RD @ BRADHURST AVE,,41.072593,-73.79919,,,,,,0
242,242,GRASSLANDS RD @ WOODS RD,,41.075116,-73.8043,,,,,,0
244,244,WOODS RD @ WESTCHESTER COUNTY JAIL,WOODS RD & PENITENTIARY SERVICE RD,41.078816,-73.802083,,,,,,0
245,245,BRADHURST ENT @ PENITENTIARY RD,BRADHURST ENTRANCE & PENITENTIARY SERVICE RD,41.081683,-73.804433,,,,,,0
246,246,SOUTH PLAZA @ ELMWOOD HALL,,41.082857,-73.80538,,,,,,0
247,247,SOUTH PLAZA @ EMERGENCY DRIVE,,41.084443,-73.805574,,,,,,0
249,249,SOUTH PLAZA @ CEDARWOOD HALL LOT,,41.084272,-73.806428,,,,,,0
250,250,BRADHURST ENT @ PENITENTIARY RD,BRADHURST ENTRANCE & PENITENTIARY SERVICE RD,41.081466,-73.804166,,,,,,0
251,251,WOODS RD @ WESTCHESTER COUNTY JAIL,,41.079206,-73.802484,,,,,,0
253,253,HUNTER LA @ CLEARBROOK RD,44 EXECUTIVE BLVD,41.069586,-73.813029,,,,,,0
254,254,CLEARBROOK RD @ HUNTER LA,,41.069794,-73.813513,,,,,,0
255,255,SAW MILL RIVER RD @ SAMS CLUB,,41.06573,-73.814856,,,,,,0
256,256,SAW MILL RIVER RD @ WAREHOUSE LA,,41.064149,-73.814231,,,,,,0
257,257,SAW MILL RIVER RD @ N PAYNE ST,,41.061373,-73.815198,,,,,,0
259,259,N CENTRAL AVE @ PAULDING ST,,41.05664,-73.818128,,,,,,0
260,260,S CENTRAL AVE @ W MAIN ST,,41.054619,-73.820178,,,,,,0
261,261,S CENTRAL AVE @ VINCENT ST,,41.051424,-73.822083,,,,,,0
262,262,S CENTRAL AVE @ BABBITT CT,,41.049137,-73.82245,,,,,,0
263,263,SAW MILL RD @ ELMSFORD EXEC PARK,SAW MILL RIVER RD,41.046312,-73.823183,,,,,,0
264,264,SAW MILL RIVER RD @ SUBURBAN PL,,41.044057,-73.825871,,,,,,0
265,265,SAW MILL RIVER RD @ WHITE HOUSE RD,,41.041698,-73.835232,,,,,,0
266,266,SAW MILL RIVER RD @ DOBBS FERRY RD,,41.027622,-73.842105,,,,,,0
267,267,SAW MILL RIVER RD @ SECOR RD,,41.025887,-73.842763,,,,,,0
268,268,SAW MILL RIVER RD @ VE MACY PARK,SAW MILL RIVER RD & REVOLUTIONARY RD,41.018674,-73.84397,,,,,,0
270,270,SAW MILL RIVER RD @ ASHFORD AVE,,41.012378,-73.847741,,,,,,0
271,271,ASHFORD AVE @ KING ST,,41.014246,-73.852397,,,,,,0
272,272,ASHFORD AVE @ BRIARY RD,,41.01424,-73.854688,,,,,,0
273,273,ASHFORD AVE @ LEFURGY AVE,ASHFORD AVE & OGDEN PL,41.014119,-73.859433,,,,,,0
274,274,ASHFORD AVE @ WASHINGTON AVE,135 ASHFORD AVE & WASHINGTON AVE,41.014908,-73.862615,,,,,,0
275,275,ASHFORD AVE @ BEACON HILL RD,,41.015228,-73.864267,,,,,,0
276,276,ASHFORD AVE @ STORM ST,,41.015917,-73.866981,,,,,,0
277,277,ASHFORD AVE @ BELLEWOOD AVE,,41.015687,-73.86845,,,,,,0
278,278,WESTCHESTER AVE @ PAULDING ST,,41.032319,-73.760267,,,,,,0
279,279,WESTCHESTER AVE @ S KENSICO AVE,,41.032762,-73.755657,,,,,,0
280,280,333 WESTCHESTER AVE,,41.030097,-73.746185,,,,,,0
282,282,WESTCHESTER AVE @ WM BUTCHER BRIDGE,WESTCHESTER AVE & WILLIAM BUTCHER BRIDGE,41.027721,-73.736981,,,,,,0
283,283,WESTCHESTER AVE @ WH PLAINS OFF PRK,WESTCHESTER AVE & WILLIAM BUTCHER BRIDGE,41.025507,-73.733198,,,,,,0
284,284,WESTCHESTER AVE @ ROCKLEDGE PARK,,41.021112,-73.728703,,,,,,0
285,285,WESTCHESTER AVE @ WESTCHESTER LA,,41.017706,-73.72655,,,,,,0
286,286,1133 WESTCHESTER AVE @ IBM,,41.015007,-73.724131,,,,,,0
287,287,WESTCHESTER AVE @ KENILWORTH RD,,41.013528,-73.711562,,,,,,0
288,288,WESTCHESTER AVE @ PURCHASE ST,,41.01235,-73.703997,,,,,,0
289,289,3000 WESTCHESTER AVE,,41.00833,-73.694442,,,,,,0
290,290,WESTCHESTER AVE @ LINCOLN AVE,,41.007712,-73.688604,,,,,,0
291,291,WESTCHESTER AVE @ S RIDGE ST,,41.006063,-73.682582,,,,,,0
292,292,WESTCHESTER AVE @ MERRITT ST,,41.004711,-73.677464,,,,,,0
293,293,WESTCHESTER AVE @ S REGENT ST,,41.005145,-73.674531,,,,,,0
294,294,WESTCHESTER AV @ PORT CHESTER YMCA,WESTCHESTER AVE & HASECO AVE,41.004725,-73.672695,,,,,,0
295,295,WESTCHESTER AVE @ WASHINGTON ST,,41.003194,-73.668916,,,,,,0
296,296,WESTCHESTER AVE @ E BROADWAY,,41.000782,-73.664993,,,,,,0
297,297,MAIN ST @ WESTCHESTER AVE,,41.000535,-73.663419,,,,,,0
298,298,WESTCHESTER AVE @ E BROADWAY,,41.000808,-73.664821,,,,,,0
300,300,WESTCHESTER AVE @ HASECO AVE,,41.003417,-73.669083,,,,,,0
301,301,WESTCHESTER AVE @ WESLEY AVE,,41.005322,-73.67459,,,,,,0
302,302,WESTCHESTER AVE @ N RIDGE ST,,41.006306,-73.68285,,,,,,0
303,303,WESTCHESTER AVE @ LINCOLN AVE,,41.008264,-73.689861,,,,,,0
304,304,3000 WESTCHESTER AVE,,41.008531,-73.694736,,,,,,0
305,305,WESTCHESTER AVE @ PURCHASE ST,,41.01333,-73.703529,,,,,,0
306,306,WESTCHESTER AVE @ KENILWORTH RD,,41.014635,-73.711257,,,,,,0
307,307,WESTCHESTER AVE @ W RED OAK LA,,41.01621,-73.723464,,,,,,0
308,308,WESTCHESTER AVE @ CORPORATE PARK  DR,,41.018988,-73.725561,,,,,,0
309,309,WESTCHESTER AVE @ GANNETT DR,,41.021182,-73.726867,,,,,,0
310,310,WESTCHESTER AVE @ BRYANT AVE,,41.023552,-73.728136,,,,,,0
311,311,500 WESTCHESTER AVE,500 WESTCHESTER AV & WILLIAM BUTCHER BRIDGE,41.028553,-73.735797,,,,,,0
312,312,210 Westchester Ave,0 WESTCHESTER AVE,41.030539,-73.741294,,,,,,0
314,314,WESTCHESTER AVE @ S KENSICO RD,,41.032971,-73.755519,,,,,,0
316,316,WESTCHESTER AVE @ PAULDING ST,,41.032632,-73.759775,,,,,,0
317,317,MAMARONECK AVENUE & MARTINE AVENUE,,41.031103,-73.766234,,,,,,0
319,319,MAMARONECK AVE @ E POST RD,,41.028852,-73.765225,,,,,,0
320,320,MAMARONECK AVE @ MAPLE AVE,,41.027023,-73.764427,,,,,,0
321,321,MAMARONECK AVE @ LIVINGSTON AVE,,41.024391,-73.763253,,,,,,0
322,322,OLD MAMARONECK RD @ LINDA AVE,,41.022054,-73.761349,,,,,,0
323,323,OLD MAMARONECK RD @ BRYANT AVE,,41.019505,-73.760959,,,,,,0
324,324,BRYANT AVE @ OVERLOOK RD,,41.019309,-73.760109,,,,,,0
325,325,MAMARONECK AVE @ BRYANT AVE,,41.018949,-73.757155,,,,,,0
326,326,MAMARONECK AVE @ GEDNEY WAY,,41.014043,-73.755389,,,,,,0
328,328,MAMARONECK AVE @ STEPINAC HS,,41.007989,-73.752318,,,,,,0
330,330,MAMARONECK AVE @ RIDGEWAY,,41.005153,-73.751041,,,,,,0
331,331,MAMARONECK AVE @ HOLBROOKE RD,,41.002443,-73.749548,,,,,,0
335,335,MAMARONECK AVE @ ROSEDALE AVE,,40.992188,-73.746257,,,,,,0
336,336,MAMARONECK AVE @ SAXON WOODS RD,,40.988629,-73.745732,,,,,,0
337,337,MAMARONECK AVE @ SAXON WOODS POOL,MAMARONECK AVE & SAXON WOODS RD,40.986722,-73.744991,,,,,,0
338,338,MAMARONECK AVE @ UNION AVE,,40.981911,-73.744046,,,,,,0
339,339,MAMARONECK AVE @ SAXON WOODS PARK,,40.977923,-73.743398,,,,,,0
340,340,MAMARONECK AVE OPP 450 MAMARONECK,MAMARONECK AVE & UNION AVE,40.973132,-73.743071,,,,,,0
341,341,MAMARONECK AVE OPP 440 MAMARONECK,MAMARONECK AVE & UNION AVE,40.9706,-73.742666,,,,,,0
342,342,MAMARONECK AVE @ SUNSET RD,,40.966788,-73.736372,,,,,,0
343,343,MAMARONECK AVE @ KNOLLWOOD AVE,,40.964514,-73.735619,,,,,,0
344,344,MAMARONECK AVE @ ANDREW ST,,40.960529,-73.736961,,,,,,0
346,346,MAMARONECK AVE @ JEFFERSON AVE,,40.956156,-73.738561,,,,,,0
348,348,MAMARONECK AVE @ HOYT AVE,,40.952697,-73.737361,,,,,,0
349,349,MAMARONECK AVE @ HALSTEAD AVE,,40.95233,-73.736772,,,,,,0
350,350,MAMARONECK AVE @ HALSTEAD AVE,,40.952679,-73.73688,,,,,,0
351,351,MAMARONECK AVE @ HALSTEAD AVE,,40.953078,-73.737541,,,,,,0
352,352,MAMARONECK AVE @ JEFFERSON AVE,,40.956476,-73.738184,,,,,,0
353,353,MAMARONECK AVE @ NOSBAND AVE,,40.957967,-73.737642,,,,,,0
354,354,MAMARONECK AVE @ N BARRY AVE,,40.960092,-73.736858,,,,,,0
355,355,MAMARONECK AVE @ SOUNDVIEW AVE,,40.964983,-73.735342,,,,,,0
356,356,MAMARONECK AVE @ WINFIELD AVE,,40.967881,-73.736872,,,,,,0
